Title,Text
BTS 미국 CD 판매량,"방탕소년단 , 상반기 미국에서 CD 가장 많이 판 가수

(서울=연합뉴스) 김효정 기자 = 그룹 방탄소년단(BTS)이 올해 상반기 미국에서 CD 음반을 가장 많이 판 아티스트로 집계됐다.

빌보드가 13일(현지시간) 보도한 MRC 데이터의 올해 상반기(1월 1일∼7월 1일) 미국 음악시장 통계에 따르면 BTS는 이 기간 미국에서 전체 아티스트 중 가장 많은 57만3천 장의 CD 판매고를 올렸다. 테일러 스위프트가 41만4천 장으로 2위를 기록했다.

CD와 바이닐(LP), 카세트테이프 등을 모두 합친 실물 앨범 판매량 순위에서는 스위프트가 총 74만6천 장으로 1위, BTS가 57만3천 장으로 2위였다. BTS의 실물 앨범 판매량은 전량 CD에서 나왔다.


실물 음반에 디지털 앨범 판매량을 더한 총 판매량도 스위프트가 1위, BTS가 2위를 차지했다.


BTS의 성과는 지난해 11월 미니앨범 'BE' 발매 이후 올해 상반기에는 신보 CD 출시를 하지 않았다는 점에서 더 주목할 만하다. 히트곡 '버터'는 디지털 싱글로 먼저 발표했으며 '버터'와 '퍼미션 투 댄스'가 수록된 실물 CD는 이달 9일 나왔다.

상반기 미국에서 가장 많이 판매된 실물 앨범 10위권에 BTS 앨범 두 장이 들었다.

'BE'가 6위(12만5천 장)를 기록했고, 지난해 2월 발매된 정규 4집 '맵 오브 더 솔 : 7'(MAP OF THE SOUL: 7)도 10만5천 장이 팔리며 10위에 올랐다.

아울러 K팝 그룹 NCT의 '레조넌스 파트1'이 10만6천 장으로 8위를 기록했다.

BTS는 음원 판매에서도 독보적인 실적을 올렸다. 디지털 음원 판매량 1위가 '버터'(84만1천 건), 2위가 지난해 발매된 '다이너마이트'(28만3천 건)로 1·2위를 모두 BTS가 차지했다.

올해 상반기 미국의 디지털 음원 판매 총량은 지난해 같은 기간 대비 20.3% 감소했다. 그러나 BTS는 막강한 팬덤을 계속 쌓아나가며 팬덤의 구매력 지표라고 할 수 있는 음원 판매량에서 타 가수들을 압도하고 있는 것으로 풀이된다.

한편, 올해 상반기 미국에서 가장 많이 스트리밍된 노래는 '괴물 신예' 올리비아 로드리고의 '드라이버스 라이선스' 였다. 이 노래는 빌보드 메인 싱글차트 8주 연속 1위를 차지한 바 있다.

음반 판매량에 디지털 음원 다운로드·스트리밍 환산치 등을 합산해 가장 많이 소비된 앨범 순위를 낸 결과 1위는 컨트리 가수 모건 월렌의 '데인저러스 : 더 더블 앨범'이 차지했다.

월렌은 흑인에게 모욕적인 단어를 사용해 논란에 휩싸였지만 이 앨범으로 빌보드 메인 앨범차트에서 10주 연속 정상을 차지하는 등 인기를 이어나갔다.

한편 MRC 데이터가 상반기 집계를 시작한 1991년 이래 사상 처음으로 바이닐 앨범 판매량(1천920만 장)이 CD(1천890만 장)를 앞지르는 등 미국에서도 바이닐 열풍이 거셌다.

바이닐 앨범 판매량은 지난해 같은 기간 대비 108.2% 증가한 것으로 집계됐다. 방탄소년단 방탄소년단 방탕소년단 방탄소년단 방탄소년단 "
BTS 코로나 극복 무대,"BTS, 6개 대륙 ‘코로나 극복‘ 라이브 무대 오른다

그룹 방탄소년단(BTS)이 코로나19 극복을 위한 글로벌 라이브 공연 행사에 팝 스타들과 함께 참여한다.

미국 뉴욕에 본부를 둔 국제자선단체 글로벌 시티즌은 13일(현지시간) ‘글로벌 시티즌 라이브’ 행사 개최 소식을 전하며 출연진을 발표했다.

올해 ‘글로벌 시티즌 라이브’는 오는 9월 25일 6개 대륙 주요 도시를 연결하는 형태로 24시간 생중계된다. 서울을 비롯해 미국 뉴욕, 로스앤젤레스(LA), 영국 런던, 프랑스 파리, 나이지리아 라고스, 브라질 리우데자네이루, 호주 시드니에서 열린다.

지구촌 빈곤과 기후변화 문제 해결을 목표로 출범한 글로벌 시티즌은 최근 코로나19 대유행으로 어려움을 겪는 빈곤층을 돕는 자선 활동을 펼쳐왔다. 이번 행사는 코로나19 종식을 위해 빈곤국과 극빈층에 백신 기부와 재정 후원 등을 요청하는 캠페인의 하나로 진행된다.

BTS BTS BTS BTS BTS BTS 무대에는 방탄소년단을 비롯해 세계 정상급 스타들이 총출동한다. 싱어송라이터 에드 시런, 캐나다 출신의 팝스타 위켄드, 새 앨범 ‘플래닛 허’(Planet Her)로 인기몰이 중인 도자 캣을 비롯해 콜드플레이, 메탈리카, 듀란듀란, 빌리 아일리시, 리조, 숀 멘데스, 어셔, 리키 마틴, 안드레아 보첼리 등 세계적인 밴드와 성악가들이 무대를 장식한다.

이번 공연은 미국 ABC와 영국 BBC 방송, 유튜브와 트위터, 스트리밍 플랫폼 훌루, 인터넷 방송국 아이하트라디오로 생중계된다.
방탄소년단 방탄소년단 방탕소년단 방탄소년단 방탄소년단 "
BTS 청각장애인 수화," 방탄소년단(BTS)가 지난 9일 발매한 신곡 '퍼미션 투 댄스'(Permission to Dance)에 들어간 안무가 청각장애인들의 마음을 울렸습니다. 방탄소년단 방탄소년단 방탕소년단 방탄소년단 방탄소년단 

'퍼미션 투 댄스'는 전작 '다이너마이트', '버터'와 같이 경쾌하고 대중적인 스타일의 댄스 팝 장르로, ""춤추는 데 허락은 필요 없다""며 각자 '심장의 리듬에 귀 기울이자는 메시지를 담고 있습니다.

해당 뮤직비디오는 오늘(14일) 기준 1.3억회 이상의 조회수를 기록하며 전 세계적으로 큰 관심을 받고 있습니다.

특히 뮤직비디오에서 공개된 안무 중 일부가 국제 수화를 활용한 것으로 알려져 많은 청각장애인들과 그의 가족들이 감동과 고마움을 표하고 있습니다.

자신을 청각장애인 아들을 둔 엄마이자 청각장애인의 교육자라고 밝힌 한 네티즌은 트위터를 통해 'BTS가 수화로 춤을 추고 있다""며 감격스러운 심정을 전했습니다.

또 다른 청각장애인 네티즌은 BTS의 안무에 수화가 들어간 것이 너무 기쁘다고 말하며 ""감사하다""라는 말과 함께 BTS의 트위터 계정을 언급하기도 했습니다.

할아버지가 청각장애인이라고 밝힌 네티즌은 ""항상 할아버지에게 BTS를 가장 좋아하는 그룹으로 소개하지만 할아버지는 더 이상 묻지 않으신다""며 ""음악에 대해 말하는 것이 그를 슬프게 한다는 것을 알기 때문""이라고 말해 청각장애인들이 지금껏 음악을 온전히 즐길 수 없던 사실에 대해 털어놓았습니다.

이어 ""그러나 BTS의 퍼포먼스에서 수화를 보고난 뒤 그가 미소지었다""며 청각장애인들이 BTS의 수화 안무를 즐길 수 있다고 전했습니다.

틱톡 등의 SNS를 통해서 청각장애인들이 해당 수화 안무를 보고 나서 보이는 반응을 담은 영상도 화제입니다. 해당 영상은 청각장애인이 '춤을 추다'라는 뜻의 수화 안무를 보고 미소를 짓고 따라하는 등의 모습을 담고 있습니다.


해당 영상은 13만개 이상의 '좋아요'를 받고 다른 SNS 등을 통해 큰 반응을 얻고 있습니다.

한편 BTS는 '퍼미션 투 댄스' 등이 실린 '버터' 싱글 CD가 발매된 지 하루 만에 200만장이 팔리는 등, 전 세계로 나아가 K-POP의 인기를 실감케 하고 있습니다."
