지역,망,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
충북 진천군,도시대기,633411,진천읍,2019010401,0.005,0.8,0.004,0.04,51,37,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 보은군,도시대기,633491,보은읍,2019011818,0.005,0.6,0.025,0.029,86,62,충북 보은군 보은읍 삼산로 50
충북 진천군,도시대기,633411,진천읍,2019010402,0.005,0.9,0.003,0.04,37,27,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019011804,0.005,1,0.004,0.038,38,25,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019011517,0.005,0.7,0.037,0.017,109,85,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019010813,0.005,0.6,0.027,0.025,47,25,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019010724,0.005,1.3,0.004,0.047,82,67,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019010723,0.005,1.2,0.003,0.047,73,53,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019010717,0.005,0.7,0.031,0.025,74,55,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019010716,0.005,0.7,0.029,0.027,78,57,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019010715,0.005,0.7,0.029,0.026,78,55,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 보은군,도시대기,633491,보은읍,2019010310,0.005,0.9,0.007,0.026,69,61,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019010223,0.005,0.9,0.005,0.029,51,37,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019010222,0.005,0.9,0.005,0.033,49,38,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019010220,0.005,0.6,0.013,0.031,54,36,충북 보은군 보은읍 삼산로 50
충북 진천군,도시대기,633411,진천읍,2019010624,0.005,1,0.002,0.045,40,31,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 보은군,도시대기,633491,보은읍,2019010918,0.005,0.6,0.012,0.032,43,23,충북 보은군 보은읍 삼산로 50
충북 진천군,도시대기,633411,진천읍,2019011617,0.005,0.5,0.029,0.021,31,17,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019011621,0.005,0.6,0.024,0.026,27,11,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 보은군,도시대기,633491,보은읍,2019010217,0.005,0.5,0.032,0.016,40,29,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019010211,0.005,0.5,0.02,0.022,42,31,충북 보은군 보은읍 삼산로 50
충북 진천군,도시대기,633411,진천읍,2019011712,0.005,0.8,0.025,0.023,61,33,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019011719,0.005,0.7,0.028,0.027,52,21,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019010510,0.005,0.8,0.02,0.031,75,59,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019010509,0.005,1,0.008,0.045,86,71,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019010508,0.005,0.9,0.014,0.038,113,97,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019010507,0.005,1,0.016,0.033,158,135,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019010506,0.005,1.2,0.016,0.033,153,133,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019010504,0.005,1.2,0.004,0.041,79,73,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019010503,0.005,1.2,0.002,0.041,77,73,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019011802,0.005,1,0.004,0.043,60,45,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019010501,0.005,1.2,0.002,0.04,92,83,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019010409,0.005,1.1,0.003,0.039,58,47,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019011807,0.005,1,0.002,0.038,34,23,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 증평군,도시대기,633481,증평읍,2019011514,0.005,1,0.03,0.023,116,93,충북 증평군 증평읍 송산리 123-2
충북 증평군,도시대기,633481,증평읍,2019011513,0.005,0.9,0.036,0.018,121,100,충북 증평군 증평읍 송산리 123-2
충북 증평군,도시대기,633481,증평읍,2019011512,0.005,0.9,0.032,0.021,134,113,충북 증평군 증평읍 송산리 123-2
충북 영동군,도시대기,633471,영동읍,2019011006,0.005,0.7,0.003,0.025,50,14,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011007,0.005,0.5,0.003,0.022,54,21,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011008,0.005,0.7,0.003,0.024,48,16,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011009,0.005,0.6,0.003,0.024,50,20,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011010,0.005,0.4,0.005,0.025,58,16,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011011,0.005,0.3,0.011,0.019,62,20,충북 영동군 영동읍 계산로2길 25
충북 보은군,도시대기,633491,보은읍,2019012819,0.005,0.4,0.034,0.014,117,22,충북 보은군 보은읍 삼산로 50
충북 영동군,도시대기,633471,영동읍,2019011021,0.005,0.3,0.005,0.032,51,15,충북 영동군 영동읍 계산로2길 25
충북 보은군,도시대기,633491,보은읍,2019012821,0.005,0.4,0.033,0.011,109,15,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019012822,0.005,0.5,0.021,0.02,100,18,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019012823,0.005,0.8,0.013,0.023,102,19,충북 보은군 보은읍 삼산로 50
충북 영동군,도시대기,633471,영동읍,2019011104,0.005,0.4,0.006,0.017,54,17,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011106,0.005,0.4,0.002,0.024,51,17,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011005,0.005,0.6,0.003,0.024,53,17,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011107,0.005,0.6,0.002,0.025,51,18,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011109,0.005,0.5,0.003,0.027,59,20,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011120,0.005,0.6,0.006,0.037,97,95,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011121,0.005,0.6,0.006,0.031,96,96,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011122,0.005,0.5,0.008,0.023,89,76,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011123,0.005,0.6,0.007,0.023,87,87,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011124,0.005,0.5,0.009,0.019,89,81,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011201,0.005,0.6,0.006,0.025,74,68,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011202,0.005,0.7,0.006,0.024,78,70,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011203,0.005,0.5,0.007,0.019,76,70,충북 영동군 영동읍 계산로2길 25
충북 증평군,도시대기,633481,증평읍,2019010620,0.005,0.9,0.003,0.041,78,52,충북 증평군 증평읍 송산리 123-2
충북 영동군,도시대기,633471,영동읍,2019011210,0.005,0.6,0.003,0.027,80,80,충북 영동군 영동읍 계산로2길 25
충북 증평군,도시대기,633481,증평읍,2019010617,0.005,0.6,0.026,0.028,52,30,충북 증평군 증평읍 송산리 123-2
충북 영동군,도시대기,633471,영동읍,2019011212,0.005,0.3,0.011,0.016,72,72,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011108,0.005,0.6,0.002,0.028,58,21,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011004,0.005,0.7,0.003,0.024,51,18,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011002,0.005,0.7,0.003,0.025,57,21,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011001,0.005,0.6,0.003,0.024,72,23,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010817,0.005,0.1,0.027,0.011,37,21,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010818,0.005,0.2,0.027,0.01,31,12,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010823,0.005,0.1,0.024,0.009,41,20,충북 영동군 영동읍 계산로2길 25
충북 보은군,도시대기,633491,보은읍,2019012716,0.005,0.4,0.042,0.009,26,20,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019012717,0.005,0.4,0.041,0.01,30,30,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019012718,0.005,0.4,0.034,0.017,30,22,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019012719,0.005,0.6,0.024,0.025,40,24,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019012720,0.005,0.8,0.014,0.032,58,44,충북 보은군 보은읍 삼산로 50
충북 영동군,도시대기,633471,영동읍,2019010824,0.005,0.2,0.022,0.01,34,14,충북 영동군 영동읍 계산로2길 25
충북 보은군,도시대기,633491,보은읍,2019012721,0.005,0.7,0.019,0.023,69,55,충북 보은군 보은읍 삼산로 50
충북 영동군,도시대기,633471,영동읍,2019010902,0.005,0.2,0.02,0.01,31,15,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010903,0.005,0.2,0.018,0.011,45,19,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010904,0.005,0.3,0.014,0.013,41,18,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010907,0.005,0.5,0.006,0.022,39,16,충북 영동군 영동읍 계산로2길 25
충북 보은군,도시대기,633491,보은읍,2019012803,0.005,0.6,0.021,0.011,46,44,충북 보은군 보은읍 삼산로 50
충북 영동군,도시대기,633471,영동읍,2019010909,0.005,0.5,0.004,0.024,45,23,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010910,0.005,0.5,0.007,0.023,71,32,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010913,0.005,0.2,0.017,0.011,51,18,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010914,0.005,0.2,0.018,0.011,44,21,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010915,0.005,0.2,0.02,0.011,41,15,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010916,0.005,0.2,0.02,0.011,37,16,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010917,0.005,0.2,0.018,0.014,39,15,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010920,0.005,0.7,0.005,0.034,73,21,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010921,0.005,0.7,0.005,0.029,76,28,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010922,0.005,0.6,0.004,0.026,65,22,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010923,0.005,0.6,0.004,0.025,62,26,충북 영동군 영동읍 계산로2길 25
충북 보은군,도시대기,633491,보은읍,2019012811,0.005,0.6,0.029,0.015,50,36,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019012812,0.005,0.7,0.031,0.013,101,59,충북 보은군 보은읍 삼산로 50
충북 영동군,도시대기,633471,영동읍,2019010924,0.005,0.8,0.005,0.026,64,16,충북 영동군 영동읍 계산로2길 25
충북 보은군,도시대기,633491,보은읍,2019013016,0.005,0.4,0.038,0.025,41,25,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019013017,0.005,0.4,0.038,0.027,59,41,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019013018,0.005,0.6,0.029,0.032,70,45,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019013019,0.005,0.7,0.014,0.041,89,57,충북 보은군 보은읍 삼산로 50
충북 단양군,도시대기,633311,매포읍,2019013112,0.005,0.5,0.007,0.028,109,65,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 영동군,도시대기,633471,영동읍,2019011409,0.005,1.1,0.003,0.022,115,106,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011410,0.005,1.2,0.003,0.027,128,115,충북 영동군 영동읍 계산로2길 25
충북 옥천군,도시대기,634111,옥천읍,2019010203,0.005,0.5,0.024,0.009,26,14,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 옥천군,도시대기,634111,옥천읍,2019010204,0.005,0.5,0.02,0.013,26,16,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 옥천군,도시대기,634111,옥천읍,2019010217,0.005,0.6,0.028,0.014,39,26,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 옥천군,도시대기,634111,옥천읍,2019010218,0.005,0.6,0.022,0.02,37,23,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 옥천군,도시대기,634111,옥천읍,2019010219,0.005,0.7,0.017,0.027,40,29,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 단양군,도시대기,633311,매포읍,2019013018,0.005,0.5,0.028,0.021,65,41,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019013016,0.005,0.3,0.047,0.014,67,45,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019013015,0.005,0.4,0.045,0.014,61,29,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019013014,0.005,0.5,0.024,0.023,94,47,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019013012,0.005,1.7,0.005,0.036,159,73,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019013010,0.005,1.5,0.005,0.021,66,41,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 옥천군,도시대기,634111,옥천읍,2019010224,0.005,0.7,0.011,0.029,36,27,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 영동군,도시대기,633471,영동읍,2019011412,0.005,0.6,0.023,0.012,134,122,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011419,0.005,0.9,0.008,0.043,143,122,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011420,0.005,0.9,0.008,0.036,148,123,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011421,0.005,1,0.009,0.029,142,120,충북 영동군 영동읍 계산로2길 25
충북 옥천군,도시대기,634111,옥천읍,2019010305,0.005,0.9,0.004,0.032,37,34,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 증평군,도시대기,633481,증평읍,2019010217,0.005,0.6,0.025,0.026,35,28,충북 증평군 증평읍 송산리 123-2
충북 단양군,도시대기,633311,매포읍,2019012918,0.005,0.4,0.018,0.019,68,25,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012915,0.005,0.5,0.019,0.021,110,43,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 옥천군,도시대기,634111,옥천읍,2019010314,0.005,0.5,0.028,0.013,28,18,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 옥천군,도시대기,634111,옥천읍,2019010320,0.005,0.7,0.005,0.043,52,29,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 옥천군,도시대기,634111,옥천읍,2019010322,0.005,0.9,0.004,0.037,40,27,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 영동군,도시대기,633471,영동읍,2019011506,0.005,1.1,0.002,0.026,141,125,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011507,0.005,1.1,0.002,0.03,147,130,충북 영동군 영동읍 계산로2길 25
충북 옥천군,도시대기,634111,옥천읍,2019010323,0.005,0.8,0.004,0.034,48,33,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 단양군,도시대기,633311,매포읍,2019013113,0.005,0.4,0.012,0.024,89,58,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 영동군,도시대기,633471,영동읍,2019010816,0.005,0.2,0.026,0.011,43,20,충북 영동군 영동읍 계산로2길 25
충북 단양군,도시대기,633311,매포읍,2019013114,0.005,0.4,0.013,0.022,86,65,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 영동군,도시대기,633471,영동읍,2019011319,0.005,0.7,0.012,0.031,104,81,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011213,0.005,0.2,0.014,0.015,,,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011214,0.005,0.2,0.026,0.012,,,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011215,0.005,0.2,0.027,0.011,,,충북 영동군 영동읍 계산로2길 25
충북 보은군,도시대기,633491,보은읍,2019013020,0.005,0.6,0.015,0.039,107,69,충북 보은군 보은읍 삼산로 50
충북 영동군,도시대기,633471,영동읍,2019011216,0.005,0.1,0.025,0.012,69,63,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011217,0.005,0.1,0.026,0.01,68,60,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011218,0.005,0.2,0.014,0.022,55,54,충북 영동군 영동읍 계산로2길 25
충북 증평군,도시대기,633481,증평읍,2019010414,0.005,0.7,0.013,0.047,75,59,충북 증평군 증평읍 송산리 123-2
충북 보은군,도시대기,633491,보은읍,2019013106,0.005,0.7,0.007,0.022,81,61,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019013107,0.005,0.6,0.007,0.022,87,62,충북 보은군 보은읍 삼산로 50
충북 증평군,도시대기,633481,증평읍,2019010411,0.005,0.9,0.007,0.039,56,47,충북 증평군 증평읍 송산리 123-2
충북 보은군,도시대기,633491,보은읍,2019013112,0.005,0.5,0.017,0.024,90,44,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019013113,0.005,0.4,0.022,0.019,90,37,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019013116,0.005,0.4,0.033,0.011,49,17,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019013121,0.005,0.4,0.029,0.011,47,14,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019013123,0.005,0.4,0.029,0.009,65,22,충북 보은군 보은읍 삼산로 50
충북 옥천군,도시대기,634111,옥천읍,2019010101,0.005,1,0.004,0.036,52,41,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 옥천군,도시대기,634111,옥천읍,2019010105,0.005,1,0.004,0.037,58,48,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 옥천군,도시대기,634111,옥천읍,2019010107,0.005,0.6,0.014,0.025,40,34,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 옥천군,도시대기,634111,옥천읍,2019010109,0.005,0.9,0.006,0.04,39,30,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 옥천군,도시대기,634111,옥천읍,2019010110,0.005,0.7,0.01,0.032,61,52,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 옥천군,도시대기,634111,옥천읍,2019010111,0.005,0.6,0.02,0.015,51,37,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 옥천군,도시대기,634111,옥천읍,2019010112,0.005,0.5,0.025,0.007,37,24,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 옥천군,도시대기,634111,옥천읍,2019010113,0.005,0.6,0.022,0.014,29,21,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 옥천군,도시대기,634111,옥천읍,2019010114,0.005,0.6,0.023,0.013,37,25,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 옥천군,도시대기,634111,옥천읍,2019010115,0.005,0.6,0.023,0.013,38,27,충북 옥천군 옥천읍 중앙로 99(옥천군청 통합관제 센터 옥상)
충북 영동군,도시대기,633471,영동읍,2019011311,0.005,0.7,0.006,0.016,90,84,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011312,0.005,0.6,0.015,0.016,85,78,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019011316,0.005,0.4,0.031,0.013,76,62,충북 영동군 영동읍 계산로2길 25
충북 단양군,도시대기,633311,매포읍,2019013115,0.005,0.4,0.017,0.019,89,64,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012813,0.005,0.3,0.036,0.011,93,61,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 보은군,도시대기,633491,보은읍,2019012713,0.005,0.4,0.037,0.008,38,21,충북 보은군 보은읍 삼산로 50
충북 영동군,도시대기,633471,영동읍,2019010815,0.005,0.2,0.027,0.011,40,24,충북 영동군 영동읍 계산로2길 25
충북 보은군,도시대기,633491,보은읍,2019012015,0.005,0.3,0.042,0.006,45,13,충북 보은군 보은읍 삼산로 50
충북 영동군,도시대기,633471,영동읍,2019010215,0.005,0.3,0.022,0.017,34,18,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010218,0.005,0.4,0.014,0.031,37,25,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010219,0.005,0.5,0.005,0.042,45,26,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010220,0.005,0.8,0.005,0.04,55,41,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010221,0.005,0.9,0.005,0.035,73,61,충북 영동군 영동읍 계산로2길 25
충북 보은군,도시대기,633491,보은읍,2019012019,0.005,0.3,0.037,0.009,42,18,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019012021,0.005,0.3,0.036,0.007,43,19,충북 보은군 보은읍 삼산로 50
충북 증평군,도시대기,633481,증평읍,2019011314,0.005,0.8,0.043,0.023,115,103,충북 증평군 증평읍 송산리 123-2
충북 증평군,도시대기,633481,증평읍,2019011220,0.005,0.9,0.011,0.058,128,108,충북 증평군 증평읍 송산리 123-2
충북 증평군,도시대기,633481,증평읍,2019011219,0.005,0.8,0.018,0.056,117,101,충북 증평군 증평읍 송산리 123-2
충북 증평군,도시대기,633481,증평읍,2019011213,0.005,0.7,0.025,0.031,127,113,충북 증평군 증평읍 송산리 123-2
충북 증평군,도시대기,633481,증평읍,2019011212,0.005,0.7,0.017,0.034,126,101,충북 증평군 증평읍 송산리 123-2
충북 보은군,도시대기,633491,보은읍,2019012014,0.005,0.3,0.041,0.006,54,23,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019012111,0.005,0.5,0.02,0.02,54,36,충북 보은군 보은읍 삼산로 50
충북 영동군,도시대기,633471,영동읍,2019010309,0.005,0.9,0.004,0.027,43,37,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010313,0.005,0.2,0.023,0.01,24,22,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010314,0.005,0.2,0.023,0.01,23,13,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010315,0.005,0.3,0.022,0.013,24,18,충북 영동군 영동읍 계산로2길 25
충북 증평군,도시대기,633481,증평읍,2019011112,0.005,0.6,0.026,0.018,76,64,충북 증평군 증평읍 송산리 123-2
충북 증평군,도시대기,633481,증평읍,2019011111,0.005,0.7,0.011,0.03,76,64,충북 증평군 증평읍 송산리 123-2
충북 영동군,도시대기,633471,영동읍,2019010316,0.005,0.3,0.022,0.016,22,16,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010317,0.005,0.3,0.02,0.019,20,13,충북 영동군 영동읍 계산로2길 25
충북 영동군,도시대기,633471,영동읍,2019010318,0.005,0.4,0.009,0.036,27,14,충북 영동군 영동읍 계산로2길 25
충북 보은군,도시대기,633491,보은읍,2019012124,0.005,0.5,0.033,0.012,59,28,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019012202,0.005,0.6,0.026,0.015,61,43,충북 보은군 보은읍 삼산로 50
충북 영동군,도시대기,633471,영동읍,2019010319,0.005,0.6,0.007,0.036,43,16,충북 영동군 영동읍 계산로2길 25
충북 보은군,도시대기,633491,보은읍,2019012211,0.005,0.6,0.024,0.02,75,54,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019012112,0.005,0.4,0.027,0.014,43,20,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019012013,0.005,0.3,0.039,0.006,53,24,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019012012,0.005,0.3,0.038,0.007,50,28,충북 보은군 보은읍 삼산로 50
충북 보은군,도시대기,633491,보은읍,2019012011,0.005,0.5,0.035,0.008,65,44,충북 보은군 보은읍 삼산로 50
충북 영동군,도시대기,633471,영동읍,2019010101,0.005,0.8,0.004,0.029,58,50,충북 영동군 영동읍 계산로2길 25
