지역,망,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
충북 단양군,도시대기,633311,매포읍,2019010723,0.004,1.2,0.005,0.03,68,67,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010805,0.004,1.5,0.005,0.025,80,57,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010806,0.004,1.7,0.005,0.023,87,62,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010807,0.004,1.6,0.005,0.022,96,71,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010808,0.004,1.7,0.005,0.021,98,68,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010809,0.004,2.2,0.005,0.02,109,71,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010810,0.004,2.5,0.005,0.022,113,79,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010116,0.004,0.4,0.024,0.012,50,42,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011121,0.004,0.7,0.005,0.031,68,53,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010813,0.004,0.3,0.034,0.011,36,24,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010814,0.004,0.3,0.032,0.013,32,21,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010815,0.004,0.4,0.028,0.018,33,20,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010816,0.004,0.4,0.025,0.022,45,22,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010819,0.004,0.3,0.031,0.013,40,18,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010820,0.004,0.3,0.028,0.014,46,17,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010821,0.004,0.3,0.027,0.014,42,18,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010822,0.004,0.3,0.025,0.015,37,20,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010824,0.004,0.4,0.026,0.009,26,11,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010812,0.004,0.4,0.032,0.011,139,70,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011413,0.004,0.7,0.01,0.027,123,104,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011418,0.004,0.8,0.024,0.024,109,99,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011419,0.004,0.9,0.019,0.022,123,111,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012022,0.004,0.3,0.025,0.011,39,17,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012013,0.004,0.3,0.032,0.01,53,37,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012012,0.004,0.4,0.031,0.01,57,45,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012008,0.004,1.4,0.006,0.025,116,68,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012005,0.004,1.1,0.005,0.027,80,67,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012004,0.004,0.8,0.005,0.028,73,60,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011919,0.004,0.5,0.017,0.02,71,57,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011918,0.004,0.5,0.025,0.019,57,46,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011910,0.004,1,0.005,0.023,65,60,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011909,0.004,1,0.005,0.022,56,51,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011822,0.004,0.6,0.005,0.027,43,35,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011820,0.004,0.5,0.005,0.028,45,33,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011819,0.004,0.5,0.012,0.022,45,25,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011818,0.004,0.3,0.017,0.019,35,19,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011814,0.004,0.2,0.035,0.009,56,24,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011813,0.004,0.5,0.016,0.022,100,42,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011810,0.004,1.2,0.005,0.022,53,32,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011809,0.004,0.9,0.005,0.022,49,28,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011806,0.004,0.7,0.005,0.023,42,26,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012023,0.004,0.5,0.02,0.012,38,16,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012024,0.004,0.4,0.02,0.012,37,18,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012101,0.004,0.4,0.021,0.012,32,13,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012107,0.004,0.4,0.011,0.014,31,18,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012322,0.004,0.7,0.015,0.018,53,41,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012321,0.004,0.8,0.018,0.019,62,50,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012319,0.004,0.5,0.03,0.02,72,50,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012318,0.004,0.4,0.033,0.022,74,57,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012308,0.004,1.3,0.005,0.024,101,61,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012307,0.004,1.2,0.005,0.023,89,55,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012305,0.004,1.1,0.005,0.022,72,50,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012304,0.004,1.2,0.005,0.022,63,48,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012303,0.004,1.2,0.006,0.021,64,49,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011805,0.004,0.6,0.005,0.023,38,26,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012224,0.004,1,0.012,0.018,59,46,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012218,0.004,0.3,0.037,0.014,62,40,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012210,0.004,0.7,0.005,0.021,69,50,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012205,0.004,1,0.006,0.014,48,36,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012204,0.004,1.2,0.008,0.014,50,33,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012201,0.004,0.6,0.028,0.012,53,30,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012124,0.004,0.4,0.032,0.011,52,32,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012123,0.004,0.3,0.034,0.011,52,34,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012117,0.004,0.2,0.028,0.013,31,22,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012108,0.004,0.5,0.008,0.017,28,16,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019012222,0.004,0.6,0.019,0.015,69,49,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 진천군,도시대기,633411,진천읍,2019010615,0.004,0.5,0.028,0.025,57,29,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 단양군,도시대기,633311,매포읍,2019011804,0.004,0.7,0.005,0.021,38,26,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011716,0.004,0.3,0.024,0.018,43,28,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 청주시,도시대기,633211,오창읍,2019013024,0.004,0.5,0.019,0.03,56,33,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 청주시,도시대기,633211,오창읍,2019013101,0.004,0.4,0.019,0.03,54,33,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 청주시,도시대기,633211,오창읍,2019013102,0.004,0.4,0.016,0.031,55,35,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 청주시,도시대기,633211,오창읍,2019013103,0.004,0.4,0.015,0.032,55,28,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 청주시,도시대기,633211,오창읍,2019013104,0.004,0.5,0.012,0.033,52,34,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 청주시,도시대기,633211,오창읍,2019013105,0.004,0.5,0.012,0.031,61,39,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 청주시,도시대기,633211,오창읍,2019013106,0.004,0.5,0.014,0.029,61,44,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 청주시,도시대기,633211,오창읍,2019013107,0.004,0.6,0.014,0.029,73,49,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 단양군,도시대기,633311,매포읍,2019011516,0.004,0.7,0.023,0.02,97,90,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011515,0.004,0.6,0.025,0.017,91,80,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011509,0.004,1.9,0.005,0.027,152,132,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011508,0.004,2,0.005,0.022,151,132,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011507,0.004,1.7,0.005,0.024,145,133,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011506,0.004,1.7,0.005,0.026,144,124,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 청주시,도시대기,633211,오창읍,2019013124,0.004,0.3,0.025,0.02,44,10,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 단양군,도시대기,633311,매포읍,2019010103,0.004,1.2,0.005,0.029,52,45,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010104,0.004,1.3,0.005,0.027,58,40,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019010106,0.004,1.3,0.005,0.026,56,40,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011420,0.004,1.1,0.011,0.026,120,114,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011517,0.004,0.6,0.026,0.019,109,105,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 청주시,도시대기,633211,오창읍,2019013022,0.004,0.5,0.018,0.034,52,35,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 청주시,도시대기,633211,오창읍,2019013021,0.004,0.5,0.018,0.034,63,33,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 단양군,도시대기,633311,매포읍,2019011518,0.004,0.5,0.032,0.014,99,85,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011715,0.004,0.3,0.026,0.016,37,27,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011714,0.004,0.3,0.03,0.011,41,26,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011713,0.004,0.3,0.029,0.011,54,32,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011710,0.004,1,0.005,0.022,49,32,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011703,0.004,0.8,0.006,0.024,43,22,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 청주시,도시대기,633211,오창읍,2019012915,0.004,0.4,0.029,0.026,79,24,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 청주시,도시대기,633211,오창읍,2019012916,0.004,0.4,0.03,0.026,60,21,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 청주시,도시대기,633211,오창읍,2019012917,0.004,0.4,0.031,0.027,59,20,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 청주시,도시대기,633211,오창읍,2019012918,0.004,0.5,0.018,0.039,56,20,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 단양군,도시대기,633311,매포읍,2019011803,0.004,0.7,0.005,0.02,34,29,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 청주시,도시대기,633211,오창읍,2019012919,0.004,0.5,0.005,0.049,61,25,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 청주시,도시대기,633211,오창읍,2019012921,0.004,0.6,0.007,0.047,68,30,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 청주시,도시대기,633211,오창읍,2019012922,0.004,0.6,0.007,0.046,71,37,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 단양군,도시대기,633311,매포읍,2019011613,0.004,0.3,0.022,0.012,86,27,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011612,0.004,0.4,0.014,0.016,86,29,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011611,0.004,0.5,0.008,0.019,78,30,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011610,0.004,0.6,0.005,0.02,67,33,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011604,0.004,0.5,0.01,0.015,38,20,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011603,0.004,0.7,0.011,0.015,42,21,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 단양군,도시대기,633311,매포읍,2019011519,0.004,0.3,0.034,0.01,78,61,"충북 단양군 매포읍 평동리 1274(평동33길 3),(매포 보건지소 마당)"
충북 청주시,도시대기,633211,오창읍,2019012920,0.004,0.5,0.005,0.05,64,30,충북 청주시 청원구 오창읍 각리 637-4 각리중학교 4층(오창중앙로 48)
충북 진천군,도시대기,633411,진천읍,2019010701,0.004,0.9,0.003,0.041,42,31,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019010702,0.004,1.2,0.003,0.04,34,29,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019010703,0.004,0.9,0.003,0.037,53,41,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 충주시,도시대기,633123,칠금동,2019012014,0.004,0.4,0.03,0.018,55,24,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019012015,0.004,0.4,0.03,0.02,52,19,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019012016,0.004,0.4,0.031,0.02,52,15,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019012017,0.004,0.4,0.029,0.021,52,20,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019012018,0.004,0.4,0.025,0.026,52,23,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019012019,0.004,0.4,0.024,0.026,63,17,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019012020,0.004,0.3,0.025,0.023,54,11,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019012021,0.004,0.3,0.025,0.021,41,10,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019012022,0.004,0.4,0.023,0.023,34,10,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019012023,0.004,0.4,0.024,0.02,28,10,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019012024,0.004,0.3,0.024,0.018,24,10,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019012101,0.004,0.4,0.024,0.018,31,14,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019012102,0.004,0.4,0.022,0.018,36,14,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019012103,0.004,0.4,0.021,0.018,37,16,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019012104,0.004,0.4,0.019,0.02,29,12,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 진천군,도시대기,633411,진천읍,2019012621,0.004,0.8,0.01,0.041,42,25,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 충주시,도시대기,633123,칠금동,2019012106,0.004,0.5,0.005,0.033,33,18,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 진천군,도시대기,633411,진천읍,2019012620,0.004,0.7,0.026,0.027,39,27,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012617,0.004,0.6,0.036,0.018,47,25,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012622,0.004,0.9,0.006,0.046,45,27,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012614,0.004,0.6,0.029,0.021,49,23,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012623,0.004,0.8,0.011,0.038,51,31,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 충주시,도시대기,633123,칠금동,2019012008,0.004,0.7,0.015,0.027,117,92,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 진천군,도시대기,633411,진천읍,2019012808,0.004,0.8,0.024,0.024,35,27,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 충주시,도시대기,633123,칠금동,2019011902,0.004,1.1,0.002,0.039,90,60,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019011904,0.004,1.1,0.002,0.035,93,77,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019011905,0.004,1,0.002,0.035,88,71,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019011906,0.004,1,0.002,0.032,91,73,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019011907,0.004,1,0.002,0.033,89,75,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 진천군,도시대기,633411,진천읍,2019012723,0.004,0.6,0.035,0.017,23,15,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012722,0.004,0.6,0.036,0.016,16,13,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012721,0.004,0.5,0.036,0.015,23,15,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012720,0.004,0.6,0.036,0.018,36,25,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012719,0.004,0.6,0.02,0.038,35,23,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012718,0.004,0.6,0.039,0.019,34,31,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012714,0.004,0.7,0.034,0.02,49,39,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012713,0.004,0.7,0.032,0.021,50,37,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012709,0.004,1.1,0.007,0.031,48,41,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 충주시,도시대기,633123,칠금동,2019012001,0.004,0.8,0.003,0.044,106,81,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019012002,0.004,0.9,0.002,0.043,105,77,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019012003,0.004,1,0.002,0.041,100,80,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 충주시,도시대기,633123,칠금동,2019012007,0.004,0.7,0.014,0.03,108,90,충북 충주시 칠금동 874번지(칠금동 주민센터 옥상)(칠금 중랑로 37)
충북 진천군,도시대기,633411,진천읍,2019012701,0.004,1.1,0.009,0.04,49,33,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012613,0.004,0.6,0.029,0.019,40,19,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012612,0.004,0.6,0.029,0.019,38,15,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012611,0.004,0.6,0.028,0.017,45,21,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012403,0.004,0.7,0.025,0.022,45,23,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012402,0.004,0.7,0.026,0.023,47,21,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012401,0.004,0.7,0.025,0.024,40,17,충북 진천군 진천읍 상산로 65 읍내리 370-1
충북 진천군,도시대기,633411,진천읍,2019012324,0.004,0.6,0.026,0.024,36,11,충북 진천군 진천읍 상산로 65 읍내리 370-1
